iter	Logloss
345	0.3583542196
346	0.3582311133
347	0.358099147
348	0.3580918004
349	0.3579861332
350	0.3578068726
351	0.3577680721
352	0.3576798548
353	0.3574774866
354	0.3573907896
355	0.357248302
356	0.3571008124
357	0.3569173705
358	0.3567536586
359	0.3565532772
360	0.3564344839
361	0.3562662204
362	0.3561666147
363	0.3560922265
364	0.3559960375
365	0.3559219519
366	0.355833505
367	0.3556978957
368	0.3556072865
369	0.3554220708
370	0.3552423831
371	0.355034935
372	0.3549825355
373	0.3548503266
374	0.3546934341
375	0.3546338846
376	0.3545487981
377	0.3544695043
378	0.3543907295
379	0.3541829978
380	0.354076524
381	0.353891904
382	0.3537392697
383	0.3536787088
384	0.3535650437
385	0.3534933612
386	0.3534217283
387	0.3532240488
388	0.3531524411
389	0.3530455916
390	0.3529099596
391	0.3527294708
392	0.3526187692
393	0.3524857761
394	0.3523432781
395	0.3521568707
396	0.3520241157
397	0.3518969982
398	0.3518006376
399	0.3516730106
400	0.3515695532
401	0.3514133103
402	0.3513392422
403	0.35122408
404	0.3510268842
405	0.3508172508
406	0.3507090676
407	0.3505458929
408	0.3504525213
409	0.3502885638
410	0.3501463686
411	0.3499641608
412	0.3498508977
413	0.3497684925
414	0.3496648155
415	0.3495887212
416	0.3495003686
417	0.3493914384
418	0.3492316759
419	0.3490913256
420	0.349039112
421	0.3489148181
422	0.3487633387
423	0.3486704036
424	0.3486160073
425	0.3484977648
426	0.3483322517
427	0.3481443786
428	0.3480156879
429	0.347897603
430	0.3478066853
431	0.3477232177
432	0.3475956266
433	0.3474955738
434	0.3474013756
435	0.3472639078
436	0.3471725487
437	0.347056444
438	0.3468797044
439	0.3467780487
440	0.3465880562
441	0.3464115162
442	0.3461895979
443	0.3460764148
444	0.3459452325
445	0.3458452202
446	0.3456756675
447	0.3455963846
448	0.3455114072
449	0.3454215265
450	0.3452430449
451	0.3450329937
452	0.3448799507
453	0.3448192213
454	0.3447169591
455	0.3445983381
456	0.3445221676
457	0.3443911877
458	0.3442515202
459	0.344143502
460	0.3440533868
461	0.3439413706
462	0.3438105281
463	0.343717351
464	0.3435636363
465	0.3434821562
466	0.3433886796
467	0.3432431067
468	0.3431317265
469	0.3429951131
470	0.3428332001
471	0.3427399071
472	0.3426150044
473	0.3425278565
474	0.3424526665
475	0.3423385631
476	0.3422136759
477	0.3421141757
478	0.3420317332
479	0.3418875915
480	0.3417760077
481	0.3417000068
482	0.3416643781
483	0.3415673113
484	0.3414837308
485	0.3413993205
486	0.3413152558
487	0.3412009968
488	0.3410859672
489	0.3410136386
490	0.340910311
491	0.3407916146
492	0.3407309872
493	0.3405768702
494	0.3404567663
495	0.3404067383
496	0.3402743831
497	0.3401671867
498	0.3400391814
499	0.3399189083
500	0.3398569065
501	0.339720261
502	0.3396446388
503	0.3394869119
504	0.3393575348
505	0.3391875393
506	0.3390532733
507	0.3389308387
508	0.3388232617
509	0.3387407163
510	0.3385951112
511	0.3385183445
512	0.3384420039
513	0.338327875
514	0.3381845262
515	0.338042408
516	0.3379647623
517	0.3379006389
518	0.3377679359
519	0.3376403119
520	0.3375313624
521	0.3374401293
522	0.3373538485
523	0.3372477269
524	0.3371745513
525	0.3370746416
526	0.3370055031
527	0.3368996959
528	0.3367794313
529	0.3366619725
530	0.3365721192
531	0.3363683185
532	0.3362301582
533	0.336127719
534	0.336033312
535	0.3359539821
536	0.3358870848
537	0.3357457887
538	0.335606778
539	0.3354129849
540	0.3353045358
541	0.3351871045
542	0.3350600442
543	0.334961536
544	0.3348963636
545	0.3347076948
546	0.3346102338
547	0.3345263302
548	0.3344184234
549	0.3343005287
550	0.3341900372
551	0.3340332966
552	0.3339689018
553	0.3338551441
554	0.33373481
555	0.3336724585
556	0.3335591398
557	0.3334429302
558	0.3333034126
559	0.3331938234
560	0.3330995427
561	0.3330282976
562	0.3329235988
563	0.3328121391
564	0.3327250707
565	0.3325502449
566	0.3324603304
567	0.3323960325
568	0.3322853492
569	0.3321629607
570	0.3320555436
571	0.3319410951
572	0.3318515198
573	0.3317604804
574	0.331656491
575	0.3315445877
576	0.3314446698
577	0.3313322201
578	0.3312209533
579	0.3311546641
580	0.331053583
581	0.3309500689
582	0.3307923641
583	0.3306851294
584	0.3305989222
585	0.3305033131
586	0.3304271658
587	0.3302506254
588	0.3301506084
589	0.3300606964
590	0.3299820642
591	0.3298411008
592	0.3297827798
593	0.3296776307
594	0.3296232379
595	0.3295168794
596	0.3293852697
597	0.3293442364
598	0.3292438979
599	0.3291377887
600	0.3290774006
601	0.3289225019
602	0.3288169677
603	0.328650108
604	0.328546932
605	0.3284467737
606	0.3283605278
607	0.328278747
608	0.3282233728
609	0.3281385271
610	0.3280050096
611	0.3278801952
612	0.3277887117
613	0.3276547778
614	0.3275970467
615	0.3274738154
616	0.3274050862
617	0.3273077401
618	0.3272075515
619	0.3269693857
620	0.3268630534
621	0.3267861562
622	0.3267107289
623	0.3265484811
624	0.3264518835
625	0.3263260459
626	0.3262654437
627	0.3261718008
628	0.3260581616
629	0.3259510058
630	0.3257991189
631	0.3257058304
632	0.3256137076
633	0.3254673343
634	0.3253529282
635	0.3252945385
636	0.3252235547
637	0.3250386003
638	0.3249863528
639	0.324898552
640	0.324830844
641	0.3247180261
642	0.3246204009
643	0.3245481811
644	0.3244805086
645	0.3243378317
646	0.3242817253
647	0.3241950094
648	0.3240316897
649	0.3239501104
650	0.3238236971
651	0.3237678232
652	0.3236807167
653	0.3235615816
654	0.3234264407
655	0.3233752462
656	0.3233002104
657	0.3232065818
658	0.3230777977
659	0.322965765
660	0.322816625
661	0.3226277014
662	0.3225480397
663	0.3224650659
664	0.3223745769
665	0.3223124018
666	0.3222642001
667	0.3221924082
668	0.3221196712
669	0.3220539207
670	0.3219811901
671	0.321853575
672	0.3217511126
673	0.321608268
674	0.3215207123
675	0.3214739379
676	0.3214033017
677	0.3213310573
678	0.3212396602
679	0.3211089991
680	0.3210473025
681	0.3209535091
682	0.3208506811
683	0.3207540537
684	0.3206832659
685	0.3205931046
686	0.3204576212
687	0.3203626062
688	0.3202443109
689	0.3200669804
690	0.3199701594
691	0.319895599
692	0.3198016421
693	0.319716786
694	0.3195839203
695	0.3194163946
696	0.3192999353
697	0.319160328
698	0.3190657173
699	0.3189332436
700	0.3188686829
701	0.31878484
702	0.3186697618
703	0.3186101281
704	0.3184879411
705	0.3184351406
706	0.3183248448
707	0.3181893105
708	0.318064782
709	0.3180350542
710	0.317954688
711	0.3178722416
712	0.3178126139
713	0.3176907725
714	0.3175922569
715	0.3175309319
716	0.3174518006
717	0.3173636996
718	0.3173208759
719	0.3172640833
720	0.3171515465
721	0.3170672655
722	0.3169852685
723	0.3168803759
724	0.3167998424
725	0.3166831459
726	0.3166102896
727	0.316519709
728	0.3164300317
729	0.3163945086
730	0.3162913993
731	0.3161705188
732	0.3160700679
733	0.3159482673
734	0.3158409704
735	0.3157280021
736	0.3156133635
737	0.3155563332
738	0.3154450414
739	0.3153079715
740	0.3151968511
741	0.3150777803
742	0.3149399004
743	0.314841537
744	0.3147976896
745	0.3147204837
746	0.314656555
747	0.3145973182
748	0.3145441297
749	0.3144833856
750	0.3144271189
751	0.3142854893
752	0.3141807913
753	0.314110403
754	0.3140375247
755	0.3139458381
756	0.3138674485
757	0.3137967021
758	0.3137280108
759	0.3136142931
760	0.3135681242
761	0.3135091426
762	0.3133952221
763	0.3133355706
764	0.3132967796
765	0.3132507543
766	0.3131722238
767	0.3130476488
768	0.3129351948
769	0.3128669141
770	0.3127585993
771	0.3126456746
772	0.3125591892
773	0.3124192167
774	0.3123606886
775	0.3122773679
776	0.3121102612
777	0.3120090816
778	0.3118773679
779	0.3118220661
780	0.3117346349
781	0.3116708822
782	0.3115919943
783	0.3115015585
784	0.3114033298
785	0.3113305517
786	0.3112162611
787	0.3111066556
788	0.3109941294
789	0.3109453327
790	0.3109045568
791	0.3108522839
792	0.3107669241
793	0.3106635045
794	0.3106249758
795	0.3105290113
796	0.3104773303
797	0.3103747607
798	0.3102591149
799	0.3101519614
800	0.310097179
801	0.3100284765
802	0.3099484468
803	0.3098673012
804	0.309775944
805	0.3097044753
806	0.3096196703
807	0.3095851078
808	0.3094802971
809	0.3093890752
810	0.3092744774
811	0.3092087525
812	0.3091083688
813	0.3090310852
814	0.3089542101
815	0.3089026682
816	0.3087886096
817	0.3086291689
818	0.3085207763
819	0.3084751826
820	0.3084092411
821	0.3082833364
822	0.3082171918
823	0.3081297005
824	0.30800717
825	0.3079028805
826	0.3077797867
827	0.3077282126
828	0.307638443
829	0.3074757459
830	0.3074245063
831	0.3073327473
832	0.3072439906
833	0.3071375207
834	0.3070631712
835	0.306994451
836	0.3069208835
837	0.3068705868
838	0.3067688922
839	0.3066393544
840	0.3065793128
841	0.3065082894
842	0.3064208284
843	0.3063046346
844	0.3062262163
845	0.3060779341
846	0.3059830051
847	0.3059344239
848	0.3058435314
849	0.3057626296
850	0.3056196502
851	0.305539001
852	0.3054559744
853	0.3053888689
854	0.3053174663
855	0.3052085049
856	0.3050631393
857	0.3049613992
858	0.3048404054
859	0.304773977
860	0.3046327605
861	0.3045233467
862	0.3044077792
863	0.3043429212
864	0.3042056778
865	0.3040639386
866	0.3039712133
867	0.3038684242
868	0.3037001459
869	0.3036357975
870	0.3035357759
871	0.303400699
872	0.3033148199
873	0.3032463702
874	0.3031512775
875	0.3030451734
876	0.3029820734
877	0.3029312921
878	0.3028361504
879	0.3027370994
880	0.3026130476
881	0.3025408507
882	0.302473618
883	0.3023977892
884	0.3023509444
885	0.302222642
886	0.3021769711
887	0.3020669265
888	0.3020002508
889	0.3019196742
890	0.3018609716
891	0.3017983838
892	0.3017227487
893	0.3016230785
894	0.3015027944
895	0.301391882
896	0.3013133685
897	0.3011930283
898	0.3010997988
899	0.3010227562
900	0.300917412
901	0.3008214179
902	0.3007173954
903	0.3005967516
904	0.3005545734
905	0.3004401134
906	0.30036626
907	0.3002764198
908	0.300168121
909	0.3001331698
910	0.3000670151
911	0.3000193393
912	0.2999029567
913	0.2998302527
914	0.2997239406
915	0.2996474778
916	0.2995731925
917	0.2994693071
918	0.2993797712
919	0.2993080492
920	0.2991960086
921	0.2991222414
922	0.2990066067
923	0.2989267437
924	0.2988421093
925	0.2987695968
926	0.2986704414
927	0.2985957904
928	0.2985398885
929	0.2984929674
930	0.2984010394
931	0.2983022845
932	0.2982466874
933	0.2982177169
934	0.2980542331
935	0.2979729741
936	0.2979124608
937	0.2978283461
938	0.2977470456
939	0.2976437668
940	0.2976132492
941	0.2975703446
942	0.2974916852
943	0.2974033272
944	0.2973795127
945	0.2972531338
946	0.2971609933
947	0.2971036682
948	0.2969710389
949	0.296867905
950	0.2967629211
951	0.2966559927
952	0.2965565058
953	0.2964085927
954	0.2963405941
955	0.2962519421
956	0.2961394909
957	0.296066505
958	0.2960238183
959	0.2958911371
960	0.2958225645
961	0.2956958031
962	0.2955402797
963	0.2954722215
964	0.2954295034
965	0.2953324159
966	0.2953311745
967	0.2952369144
968	0.2951649539
969	0.2951179783
970	0.2950210297
971	0.2949561163
972	0.2949153495
973	0.294801414
974	0.2946783829
975	0.2945599116
976	0.2944626416
977	0.2943734362
978	0.2942689552
979	0.294177835
980	0.2940642177
981	0.2940227174
982	0.2939579987
983	0.2938946607
984	0.2937899445
985	0.2937224996
986	0.2936283793
987	0.2935011653
988	0.2934493602
989	0.2933738063
990	0.2932713232
991	0.2931981776
992	0.2930906758
993	0.2930471283
994	0.2929539173
995	0.2928735446
996	0.2928189822
997	0.2927193609
998	0.2926546988
999	0.2925448196
